id,category/id,category/name/en,category/name/ar,category/name/ca,category/name/de,category/name/es,category/name/es-MX,category/name/es-PY,category/name/eu,category/name/fi-pl,category/name/fi,category/name/fr,category/name/gl,category/name/hu,category/name/id,category/name/it,category/name/nl,category/name/no,category/name/pl,category/name/pt,category/name/pt-BR,category/name/ru,category/name/sv,category/name/tr,category/name/uk,scope/id,scope/name/en,scope/name/ar,scope/name/ca,scope/name/de,scope/name/es,scope/name/es-MX,scope/name/es-PY,scope/name/eu,scope/name/fi-pl,scope/name/fi,scope/name/fr,scope/name/gl,scope/name/hu,scope/name/id,scope/name/it,scope/name/nl,scope/name/no,scope/name/pl,scope/name/pt,scope/name/pt-BR,scope/name/ru,scope/name/sv,scope/name/tr,scope/name/uk,participatory_space/id,participatory_space/url,component/id,title,body,state,reference,answer/en,answer/ar,answer/ca,answer/de,answer/es,answer/es-MX,answer/es-PY,answer/eu,answer/fi-pl,answer/fi,answer/fr,answer/gl,answer/hu,answer/id,answer/it,answer/nl,answer/no,answer/pl,answer/pt,answer/pt-BR,answer/ru,answer/sv,answer/tr,answer/uk,supports,endorsements,comments,attachments,followers,published_at,url,meeting_urls,related_proposals
577,25.0,,,Ambiental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Campanya per conscienciar sobre la contaminació ambiental,"La campanya té per objectiu que la ciutadania prengui consciència de com contamina el seu propi cotxe o motocicleta tant amb fums com amb soroll. En aquest sentit, apel·la a la coresponsabilitat ciutadana en el manteniment d’una bona qualitat de l’aire.

El sector de la mobilitat motor és el causant principal dels problemes de la qualitat de l’aire i de l’excés de soroll a la ciutat.
 A través de la campanya es vol conscienciar als conductors de vehicles privats que els bons hàbits d’ús, de manteniment i de conducció del vehicle poden reduir la contaminació ambiental de la ciutat. 

Així mateix, realitza altres accions com una campanya de promoció de la bicicleta , que té l’objectiu d’animar a la ciutadania per tal que es desplaci per la ciutat en bicicleta, enlloc d’un vehicle de motor.",accepted,VG-PROP-2019-01-577,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-01-31 06:41:46 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/577,,
579,28.0,,,Equipaments municipals ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Insonorització Biblioteca Joan Oliva,"La Biblioteca Joan Oliva, a la Plaça de la Vila, te moltes portes i finestres que donen al carrer. A la plaça hi ha sempre molt de soroll ( jocs, música, festes, etc.). Els que estem a la biblioteca hem de suportar molt de soroll. Crec que la insonorització de les portes i les finestres faria que la feina dins la biblioteca es podés fer millor i amb és tranquil·litat.
I si el soroll només fos uns pocs dies no caldria fer res, però la molèstia és quasi diària.

",accepted,VG-PROP-2019-01-579,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,2019-01-31 13:44:00 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/579,,
583,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,"Cami escolar escola pia, accessibilitat i seguretat via pública ","Retirar cotxes aparcats i pintar passos de peatons als nucli carrers josep ansem clave, carrer parlament i carrer restauracio per crear un cami real adaptat a les necessitats de les famílies per arribar amb seguretat per la via pública a l’escola pia.",accepted,VG-PROP-2019-02-583,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2019-02-01 08:57:20 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/583,,
589,28.0,,,Equipaments municipals ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,EinoTECA biblioteca d'eines,"Invertir en material/eines no fungibles de manteniment i reparacio de la llar, vehicles etc..  amb sistema de prestec. Eines socialitzades per a la ciutadania! Ubicació: espai a Can Pahissa, centre de resiliència de la ciutat. ",rejected,VG-PROP-2019-02-589,,,"<p>La proposta no es podria executar per motius tècnics. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,2019-02-01 11:54:08 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/589,,
602,31.0,,,Parcs infantils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Parc i jocs  infantil,"Caldria arranjar els jocs infantils i tot l'entorn que hi ha  dedicat als infants ubicat  entre la cruïlla del carrers  Ventosa i Roig i Josep Maria Bultó.
Esta molt deixat , és una llàstima .Manquen tanques per quasi bé tot el recinte infantil. Seria bo posa-hi   sauló i pintar tots els jocs o/i fins i tot  posar-ne de nous. 
",rejected,VG-PROP-2019-02-602,,,"<p>És una actuació que s'està portant a terme i/o està prevista al pressupost municipal.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-03 12:20:22 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/602,,
594,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Millora Camí de Sant Gervasi (camí escolar),"Millorar el camí de sant Gervasi (el tram del camí escolar desde l’escola Llebetx fins carrer Montseny), per fer-lo una via verda maca, és un tram que dona molta inseguretat, seria bo dotar-lo amb més il.luminació, més papereres i fins hi tot algun banc per sentar-se, eixamplar la via per tal de fer-la mes segura per la circulació.",rejected,VG-PROP-2019-02-594,,,"<p>No és una proposta de competència municipal. Es tracta d'un camí en sòl urbanitzable delimitat, per tant, no es poden fer actuacions de millora. Sí, en canvi, de manteniment, per tant, es lliurarà al departament corresponent  perquè facin les intervencions convenients.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,2019-02-02 07:27:51 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/594,,
592,24.0,,,Accessibilitat i mobilitat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,"Rotonda Cossetania Ronda Ibérica, menys fum, menys esperes, menys cotxes vora el col.legi","Una rotonda al costat del Col.legi Cossetania, a part d'alleugerir el tràfic,  evitaría molta contaminació dels cotxes sempre parats esperant els 2 minuts 30 segons que traiga en canviar de color. Ademés el tràfic fluid faría abaixar les cues de cotxes que arriben fins la porta del col.legi.  Aquest punt es un clar embus de Vilanova, irritant per tots els veins de la zona des de fa molts anys (y amb poca inversió s'arreglaría.",accepted,VG-PROP-2019-02-592,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2019-02-01 23:52:06 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/592,,
596,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Gossos i incivisme: cal sancionar,"Veiem molts gossos deslligats a la via pública, gent que no respecta la prohibició d'entrar a les platges amb animals, gossos agressius sense morrió, d'altres que causen problemes de soroll al veïnat, i conductes incíviques com no recollir les defecacions. Proposo dotar la policia local de més mitjans per sancionar les persones propietàries de gossos que no respectin les normes de civisme. Cal fer quelcom més efectiu que només una campanya de conscienciació.",rejected,VG-PROP-2019-02-596,,,"<p>És una actuació que s'està portant a terme i/o està prevista al pressupost municipal.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-02 11:28:25 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/596,,
597,28.0,,,Equipaments municipals ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Millorar i ampliar els espais públics lúdics dels nens  i nenes.,"Els espais lúdics dels nens i nenes  en general estàn molt deixats i es veu que no hi ha un bon manteniment. Bancs de fusta trencats i vells, gronxadors deteriorats etc... 
També considero que no hi ha suficients espais perquè els nens/es puguin jugar (groxadors, tobogans, laberints...)
A la Plaça Casernes per exemple i ha molt d'espai amb terra per gossos i l'espai lúdic pels nens és molt petit.

Moltes gràcies


",rejected,VG-PROP-2019-02-597,,,"<p>Aquesta proposta ha estat rebutjada perquè:</p><p>És una proposta poc concreta </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-02 18:21:31 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/597,,
601,24.0,,,Accessibilitat i mobilitat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Ordenació de l'aparcament pròxim al centre,Instaurar zona d'aparcament exclusiu per als veïns del Carrer de l'Estany i voltants durant la temporada d'estiu,rejected,VG-PROP-2019-02-601,,,"<p>Aquesta proposta ha estat rebutjada perquè:</p><p>Han de ser propostes que donin resposta a una necessitat determinada i relacionades amb l'interès general</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-03 09:57:14 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/601,,
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,"Vilanova ciutat adaptada, totes les voreres amb rampes ","Totes les voreres de Vilanova han de tenir rampes ja! Es inadmissible continuar així en 2019 una metròpoli tan important con Vilanova (cotxets de bebé, cadires de rodes, gent gran, bicicletes, patinets, etc... no podem estar mes temps així. Canviem-ho ja, siguen un poble de futur.",rejected,VG-PROP-2019-02-593,,,"<p>Aquesta proposta ha estat rebutjada perquè:</p><p>És una proposta poc concreta i supera els 30.000 euros</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,2,0,3,2019-02-01 23:57:43 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/593,,
614,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Pintar i assenyalar millor pas vianants ,"Al barri de Molí de Vent i molt especialmente a la cruïlla C/ Atzavares amb Zamenhof, davant L´Institut Lluch I Rafeques faltaría pintar i assenyalar el pas de vianants.
Diàriament passen cotxes que entren i surten de Vilanova a una velocitat excesiva. Faltaria més enllumenat i millor senyalització dels passos de vianants. ",rejected,VG-PROP-2019-02-614,,,"<h5>Aquesta proposta ha estat rebutjada perquè:</h5><p>És una actuació que s'està portant a terme i/o està prevista al pressupost municipal.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-20 10:00:00 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/614,,
590,24.0,,,Accessibilitat i mobilitat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Millora en la pavimentació del solar davant escola cossetània,"Davant l'escola Cossetània existeix un petit solar en el què moltes famílies estacionem els nostres vehicles el temps necessari per deixar els fills/es a l'escola. L'accès a aquest solar suposa passar per una zona de tapes de clavegueram sobre un terreny ab molt desnivell que ocasiona que els baixos dels vehicles toquin de manera pronunciada. Sol·licito una intervenció tan senzilla com asfaltar aquest espai o si més no, únicament l'accès a ell per anivellar el terreny.
gràcies",rejected,VG-PROP-2019-02-590,,,"<p>La proposta no es podria executar per motius tècnics. El solar és privat</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040</p><p><br></p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-01 21:47:00 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/590,,
608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Millora pas sota vía d´acces a Rambla Lluís Companys,"Es un paso mal conservado sin el mantenimiento necesario de limpieza un lugar trampa que comparten peatones, ciclistas y perros con añadido de excrementos de estos y de orines de personas. En definitiva tienes sensación de transitar por un lugar muy degradado.
",rejected,VG-PROP-2019-02-608,,,"<p>Supera els 30000 euros. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-03 20:31:44 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/608,,
545,25.0,,,Ambiental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,"Soterrar contenidors a carrer de l'aigua, davant plaça de l'anxaneta","Evitar les males olors, sensació de deixadesa i facilitar el pas a les persones per aquella vorera.",rejected,VG-PROP-2019-01-545,,,"<p>Supera els 30000 euros. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-10 10:01:09 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/545,,
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Adaptar passos vianants,"Es necesari  adaptar passos de vianants que no tenen rampa, per facilitar a la gent amb mobilitat reduida.
Es una zona molt poblada.
Carrers de Sant Onofre, de l'Aigua, Bailen, Lepant i Bruc.",accepted,VG-PROP-2019-02-613,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,2019-02-20 10:00:00 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/613,,
612,28.0,,,Equipaments municipals ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Arranjament i jocs inclusius al pati de l'escola,"L'Escola El Margalló és una escola inclusiva, dels 212 alumnes que som, uns 50 amb diversitat funcional. El pati no compta amb jocs inclusius que puguem gaudir tots els nens i nenes, a més hi ha zones que necessiten un arranjament ja que estan molt desmillorades.",accepted,VG-PROP-2019-02-612,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,2019-02-04 15:31:38 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/612,,
607,24.0,,,Accessibilitat i mobilitat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Manteninent Voravies de Fondo Somella,"Arranjar les voravies dels carrers de la urbanització del Fondo Somella en general. El seu estat és deplorable bàsicament pel creixement dels àrbres plantats que han reventat el sol i la falta de manteniment en general.
Nota: és impossible desplaçar-se en cadira de rodes per la majoria de carrers.",rejected,VG-PROP-2019-02-607,,,"<p>Aquesta proposta ha estat rebutjada perquè:</p><p>És una proposta poc concreta i supera els 30.000 euros</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-05 14:30:35 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/607,,
615,30.0,,,Instal·lacions esportives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Millora i restauració de les zones esportives publiques,"Els espais esportius públics com el camp de futbol Cruyff, les pistes de Ribes Roges, el Parc dels Pobles d'Espanya, plaça Xoriguer i la plaça Pirelli estan en un estat en el qual la població que les utilitza poden prendre mal, ja que les instal·lacions pateixen un desgast a causa del seu ús.",rejected,VG-PROP-2019-02-615,,,"<h5>Aquesta proposta ha estat rebutjada perquè:</h5><p>Supera els 30000 euros. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-20 10:00:00 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/615,,
524,32.0,,,Altres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Espai lgtbi adults,"Que hi hagi un espai LGTBI, d'assessorament i ajuda, al municipi.

I que en l'espai de Joves LGTBI, es puguin fer xerrades, per poder ajudar-los",rejected,VG-PROP-2019-01-524,,,"<p>És una actuació que s'està portant a terme i/o està prevista al pressupost municipal. Ja existeix aquest espai, que és a l’Espai d’Equitat i en l’espai de joves LGTB ja es fan xerrades.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2019-01-25 11:25:44 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/524,,
620,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Plantar més Palmeres pel centre ,"M’agradaria que Vilanova i la Geltrú tingués un aire més de exòtic plantant més Palmeres pel tot el centre i a sobretot a les rambles que tenim,  rambla Sant Jordi etc....",rejected,VG-PROP-2019-02-620,,,"<p>La proposta no es podria executar per motius tècnics. Actualment amb la plaga d'escarabat morrut no es recomana la plantació de palmeres &nbsp;</p><h5>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040</h5>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2019-02-20 10:00:00 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/620,,
763,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Neteja grafits i deposicions canines,"Tot i les diverses campanyes sobre actituds incíviques a la ciutat, relacionades tant amb les pintades (grafits) que es troben en tots els espais públics i privats com les deposicions sòlides i líquides dels gossos, que  són a voreres, parterres  i zones enjardinades, els problemes de neteja continuen sense resoldre's. Per tant, proposo que aquests pressupostos puguin destinar-se a combatre  aquestes actituds incíviques que malmeten la imatge de Vilanova i la Geltrú i que fins i tot poden ocasionar, en el cas de defecacions i orins canins al carrer,  problemes d'insalubritat.",rejected,VG-PROP-2019-02-763,,,"<p>És una proposta poc concreta. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-11 22:26:57 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/763,,
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Ampliacio Voreras,Amplia voreras tram c/Tetuan desde c/escolapis hasta la Rambla Principal,accepted,VG-PROP-2019-02-635,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-06 12:20:49 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/635,,
618,29.0,,,Espai gossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Pipican al barri de la Collada,"El barri de la Collada disposa de força descampats. Proposo acondicionar un d'ells com a pipican amb els elements necessaris (valles, font, bancs..) perquè els gossos puguin correr lliurement i estiguin controlats. Els nostres gossos tenen també dret a correr i disfrutar amb un espai controlat. Actualment en La Collada no existeix cap. ",accepted,VG-PROP-2019-02-618,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-05 09:42:53 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/618,,
633,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Proposta ordenació àrea de rebuig de la brossa al barri de la Collada,"Al cruïlla de la Av. Rocacrespa amb la Av. Sis Camins s´hi acumula gran quantitat de rebuig del barri de la Collada. Es notori que aquest punt de recollida d’escombraries i reciclatge es molt utilitzada pels veïns, els contenidors s’omplen molt ràpidament i hi ha molts restes de poda dels jardins.

La proposta es de afegir mes contenidors de tot tipus d'escombraries per tot el perímetre del terreny (no només al costat de la vorera), asfaltar l’àrea i crear una deixalleria satèl·lit. 

També vull remarcar que aquestes vies son de gran trànsit i la imatge que donen de ciutat es pèssima amb la parcel·la de terra, habitualment plena de deixalles de tot tipus.
",accepted,VG-PROP-2019-02-633,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,2019-02-06 09:30:52 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/633,,
511,24.0,,,Accessibilitat i mobilitat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Millora i regularització dels punts de recollida de residus,"En alguns punts de la ciutat, hi ha la necessitat de realitzar una millora dels espais i la ubicació dels punts de recollida de residus.

Hi ha molts punts de recollida on trobem moltes deixalles al voltant dels contenidors, en molts casos això impedeix el pas de vianants per la vorera i l'accés als guals.

Per aquest motiu s'haurien d'ampliar les voreres o bé regularitzar l'espai d'aquests contenidors. Amb la implementació de més contenidors subterranis o bé agrupar els contenidors amb espais tancats com fan altres municipis (vegeu imatge adjunta) d'aquesta manera es milloraria l'accessibilitat i la imatge de la ciutat.

Un dels punts en què caldria fer aquest tipus d'actuació són:

- Carrer Barcelona cantonada carrer Santa Magdalena
- Carrer Sant Francesc
-Carrer Sant Pau
- Altres punts que s'hi haurien d'afegir a petició popular.

A tot això cal remarcar l'incivisme de la població i que el Punt Net està saturat.",rejected,VG-PROP-2019-01-511,,,"<h5>Aquesta proposta ha estat rebutjada perquè:</h5><p>És una actuació que s'està portant a terme i/o està prevista al pressupost municipal. Quan s'implanti el sistema de tancament de contenidors es tindran en compte les ubicacions proposades en aquesta proposta. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,2019-01-23 10:12:21 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/511,,
