host,process,step_number,step_dates,step_title,step_description
https://decidim.sabadell.cat,pressupostsbd,2,17-09-2018 - 29-10-2018,Presentació de propostes,"Presentació de propostes del 17 de setembre al 29 d’octubre de 2018 	Qui les pot presentar: Propostes per a la millora de l’espai públic o equipaments municipals de ciutat o barri ·       Persones majors de 18 anys empadronades a Sabadell.·       Entitats inscrites al registre Municipal d’Entitats Ciutadanes de l’Ajuntament de Sabadell. Propostes de caire social que millorin la cohesió a la ciutat o a un barri ·       Entitats inscrites al registre Municipal d’Entitats Ciutadanes de l’Ajuntament de Sabadell. 	 	Com s’han de presentar: Les propostes (amb màxim d’una per àmbit temàtic) es poden presentar únicament de forma presencial a qualsevol Oficina d’Atenció Ciutadana de Sabadell (OAC) emplenant la fitxa de presentació que trobareu als mateixos punts d’atenció. També podeu descarregar la fitxa a la plataforma Decidim Sabadell decidim.sabadell.cat Les propostes presentades per persones majors de 18 anys empadronades a Sabadell (les entitats queden excloses d’aquest requeriment) han d’adjuntar un mínim de 30 signatures de recolzament (graella inclosa a la fitxa de presentació) per part de veïns o veïnes majors de 18 anys, també empadronats/des a la ciutat. Els serveis tècnics municipals validaran l’autenticitat de les signatures en base al Padró Municipal d’Habitants. Les propostes s’han d’ajustar a allò establert en aquestes bases quant a temàtica, pressupost i quantia. Les propostes vinculades a projectes que van ser seleccionats per passar a execució en el marc dels processos participatius dels 2 anys immediatament anteriors (Construint Ciutat – Pressupost 2017 i Construint Ciutat – Pressupost 2018), no es podran tornar a presentar a aquesta tercera edició. Fitxa presentació propostes ciutadaniaFitxa presentació propostes entitatsEl registre de la fitxa de presentació implica la declaració de conèixer i acceptar les condicions que regulen el procés participatiu Construint Ciutat – Pressupost 2019."
https://decidim.sabadell.cat,pressupostsbd,3,08-11-2018 - 22-12-2018,Valoració tècnica i treball conjunt amb els promotors/es,"Valoració tècnica i viabilitat de les propostes del 8 de novembre al 14 de desembre de 2018Prèvia a la fase de suports, s’haurà de realitzar un treball conjunt entre persones o entitats que han presentat propostes i els serveis tècnics de l’Ajuntament. El procés per a cada proposta registrada serà el següent: -  Presentació de la proposta per part de la ciutadania o entitat.-  Recepció i valoració tècnica per part del servei corresponent en funció de l’adequació de la proposta a les presents bases (temàtica, àmbit territorial, justificació, descripció, destinataris/àries, pressupost, documentació adjunta). -  En cas de detectar propostes similars o iguals, el Servei de Participació podrà recomanar a les persones o entitats que les hagin plantejades, que elaborin una nova proposta conjunta. -  Comunicació del resultat de la valoració tècnica (positiu o negatiu).-  En cas de valoració positiva, es convocarà una reunió conjunta per determinar forma de gestió, àmbit territorial, pressupost, continguts i descripció de la proposta que, en cas de consens, i previ acord signat, es publicarà per passar a la fase final de suports. -  En cas de no produir-se consens en les trobades de validació conjunta, es redactarà i signarà una acta entre les parts, en la qual s’exposaran els motius que han portat a la no inclusió del projecte a la fase final de suports."
https://decidim.sabadell.cat,pressupostsbd,4,08-01-2019 - 21-01-2019,Suport a les propostes,"Suport a les propostes del 8 al 21 de gener de 2019 Podran donar suport a les propostes les persones majors de 14 anys empadronades a la ciutat que s’hagin registrat prèviament a la plataforma Decidim Sabadell (decidim.sabadell.cat/), apartat “Registra’t”. Cal aportar un nom o àlies, adreça de correu electrònic i contrasenya. Per resoldre dubtes freqüents sobre la plataforma podeu enllaçar aquí.Es disposarà de 4 suports per a repartir entre totes les propostes, que es podran consultar en la seva globalitat o filtrant en funció de si són d’àmbit de ciutat o de barri. S’habilitaran punts presencials, per tal que les persones que no disposin de correu electrònic puguin donar suport a les propostes presentades, durant tot aquest període."
https://decidim.sabadell.cat,pressupostsbd,5,22-01-2019 - 31-12-2019,Resultats del procés,"Resultats finals del 22 al 28 de gener de 2019 Es publicaran els resultats per ordre de suports obtinguts i indicant quines propostes passen a la fase d’execució, fins a esgotar el 1.000.000€.	 	Mètode d’ordenació de propostes segons pressupostLes propostes s’ordenaran, de major a menor, segons nombre final de suports rebuts, admetent com a màxim una proposta per barri i tres per districte. En cas que hagin sortit seleccionades 2 propostes de diferent àmbit pel mateix barri, passarà a la fase d’execució la que més número de suports hagi obtingut. Les propostes amb abast de ciutat no tindran limitació quant a nombre màxim. El pressupost assignat a cada proposta anirà restant a la quantitat total per àmbit. En el moment en què una determinada proposta sobrepassi pressupostàriament el total dels 500.000€, s’intentarà redefinir el pressupost del seu projecte per adaptar-lo a l’import que resti per atorgar. En cas que no sigui possible, passarà a la fase d’execució el següent projecte de la llista que tingui més suports i que també s’haurà d’ajustar a la quantitat de diners que quedi disponible, i així successivament. En cas de què, finalment, alguna de les persones o entitats comuniqui, motivadament i per escrit, la voluntat de què la seva proposta no passi a la fase d’execució, es passarà a tenir en compte la proposta immediatament posterior segons nombre de suports, el màxim de propostes per barri i districte i que s’ajusti a la quantitat de diners que restin per atorgar."
https://decidim.sabadell.cat,construintsbd,1,21-06-2017 - 04-07-2017,Informació,"L’Ajuntament posa a disposició 1.000.000€ del pressupost municipal 2018 amb l’objectiu que la ciutadania aporti propostes per a millorar l’espai públic, els equipaments municipals i la cohesió social a la nostra ciutat.Temàtica, pressupost total i quantia màxima de les propostes1.   Propostes per a la millora de l’espai públic o equipaments municipals de ciutat o barri  Nova urbanització i/o rehabilitació d’espais públics.Inversió en obra nova per a la millora d’equipaments de titularitat municipal adreçats a ús ciutadà.500.000€ en total amb un pressupost màxim de 100.000€ per propostaEls projectes finalment seleccionats s’executaran per part de l’Ajuntament de Sabadell amb despesa d’inversió (això exclou despeses associades al manteniment ordinari).2.   Propostes de caire social que millorin la cohesió a la ciutat o a un barri D’àmbit social, cultural, educatiu, esportiu, etc. adreçades a les persones en general i/o a col·lectius específics.A l’entorn de la intervenció comunitària, que tinguin per objecte el canvi estructural, la millora de la cohesió i de les condicions de vida de la ciutadania.500.000€ en total amb un pressupost màxim de 100.000€ per propostaEls projectes finalment seleccionats els executaran les entitats proposants, i es finançaran mitjançant l’atorgament de subvencions anuals per concessió directa (amb formalització de convenis i l’obligatorietat de justificar despeses)."
https://decidim.sabadell.cat,construintsbd,2,05-07-2017 - 30-09-2017,Presentació de propostes,"Qui en pot presentar?Propostes per a la millora de l’espai públic o equipaments municipals de ciutat o barriPersones majors de 18 anys empadronades a Sabadell.Entitats inscrites al registre Municipal d’Entitats Ciutadanes de l’Ajuntament de Sabadell.Propostes de caire social que millorin la cohesió a la ciutat o a un barriEntitats inscrites al registre Municipal d’Entitats Ciutadanes de l’Ajuntament de Sabadell.Com presentar-ne?Les propostes (amb màxim d’una per àmbit temàtic) es poden presentar, a partir del 5 de juliol, únicament de forma presencial a qualsevol Oficina d’Atenció Ciutadana de Sabadell (OAC) emplenant les fitxes de presentació que trobareu als mateixos punts d’atenció. Podeu descarregar les corresponents fitxes a continuació:Fitxa de presentació de propostes per a ciutadania (persones individuals).Fitxa de presentació de propostes per entitats."
https://decidim.sabadell.cat,construintsbd,3,02-10-2017 - 24-11-2017,Valoració tècnica i treball conjunt amb els promotors/es,"Aquesta segona edició del procés incorpora una fase de treball conjunt entre persones o entitats que han presentat propostes i els serveis tècnics de l’Ajuntament, prèvia a la fase final de suports."
https://decidim.sabadell.cat,construintsbd,4,01-12-2017 - 17-12-2017,Suport a les propostes,"Podran donar suport a les propostes les persones majors de 14 anys empadronades a la ciutat a títol individual, o persones representants de col·lectius i organitzacions, que s’hagin registrat prèviament en aquesta plataforma, apartat “Registra’t”. Cal aportar un nom o àlies, adreça de correu electrònic i contrasenya. Es disposarà de 4 suports per a repartir entre totes les propostes, que es podran consultar en la seva globalitat o filtrant en funció de si són d’àmbit de ciutat o de barri."
https://decidim.sabadell.cat,construintsbd,5,01-02-2018 - 28-02-2018,Resultats del procés,
https://decidim.sabadell.cat,construintsbd,6,02-03-2018 - 11-03-2018,Avaluació del procés,
https://decidim.sabadell.cat,construintsbd,7,01-04-2018 - 31-12-2019,Execució del projectes,
https://decidim.sabadell.cat,construintsbd17,1,02-05-2016 - 31-05-2016,Informació,"Es posa a disposició de la ciutadania un milió d’euros del pressupost municipal 2017 perquè siguin els veïns i les veïnes qui proposin projectes per ser executats des de l’Ajuntament.Serà a través d’una votació ciutadana com es decidirà a quins d’aquests projectes es volen destinar aquests recursos.D’aquesta quantitat econòmica, la meitat (500.000 €) es destinaran a projectes que tinguin com a objectiu una intervenció a l’espai públic o als equipaments municipals i l’altra meitat a projectes que tinguin com a objectiu el finançament d’activitats o serveis dirigits a les persones i/o d’intervenció comunitària.Tipus de projectes objecte de la convocatòria. Dotació de 500.000 € en cadascun dels tipus:1. Projectes que tinguin com a objectiu una intervenció a l’espai públic o als equipaments municipals.Projectes que tinguin com a objecte la millora, la nova urbanització i/o la rehabilitació d’espais públics.Projectes que tinguin com a objecte l’adequació, millora i/o rehabilitació d’equipaments municipals destinats a l’ús de les entitats o la ciutadania en general.2. Projectes que tinguin com a objectiu el finançament d’activitats o serveis dirigits a les persones i/o d’intervenció comunitària.Projectes de caire esportiu, de lleure, culturals, etc dirigits a les persones en general o bé a col·lectius específics.Projectes que suposin una intervenció en la comunitat on es desenvolupen, que tinguin per objecte la millora i el canvi de les condicions estructurals i de les condicions de vida de la població a qui van dirigits."
https://decidim.sabadell.cat,construintsbd17,2,01-06-2016 - 23-06-2016,Presentació de propostes,Qui pot presentar projectes?Qualsevol de les entitats inscrites al registre Municipal d’Entitats Ciutadanes de l’Ajuntament de Sabadell.Ciutadans i ciutadanes a títol individual o col·lectiu empadronats a Sabadell adjuntant 50 signatures de veïns o veïnes que recolzin el projecte presentat.Termini i lloc de presentacióEl termini de presentació de projectes restarà obert de l’1 al 23 de juny de 2016.Els projectes es presentaran a qualsevol Oficina d’Atenció Ciutadana de Sabadell (OAC) emplenant la fitxa que trobareu a la mateixa oficina de l’OAC o bé a la web municipal www.sabadell.cat.
https://decidim.sabadell.cat,construintsbd17,3,27-06-2016 - 22-07-2016,Valoració de les propostes,"Totes les propostes seran estudiades per l’equip tècnic municipal que treballi en l’àmbit de cada projecte. La valoració sobre la viabilitat tècnica i econòmica de les propostes tindrà en compte que:La proposta sigui avaluable econòmicament i no superi el límit dels 200.000 €.La proposta sigui viable tècnicament (que no existeixin impediments tècnics per realitzar el projecte i que aquest s’ajusti a la normativa jurídica vigent).La proposta ha de poder vincular-se o integrar-se en algun projecte municipal en funcionament.Un cop valorades les propostes, es respondrà a totes les sol·licituds mitjançant un correu electrònic exposant els motius de la viabilitat o no de la proposta.Les propostes es valoraran del 27 de juny al 22 de juliol. En cas de ser desestimades se n’argumentaran els motius.En cas de ser acceptades, l’Ajuntament de Sabadell es posarà en contacte amb la persona o entitat que ha presentat el projecte per tal de preparar-ne la difusió."
https://decidim.sabadell.cat,construintsbd17,4,06-09-2016 - 18-09-2016,Suport a les propostes,"Un cop valorades totes les propostes presentades, aquelles que siguin viables seran objecte de suport per part dels ciutadans i ciutadanes majors de 14 anys de Sabadell, del 6 al 18 de setembre al web https://participacio.sabadell.cat/construint_ciutat/. S’haurà de donar suport 4 propostes obligatòriament. Perquè el procés sigui legitimat hauran de participar en tot el procés un mínim de 3.000 persones.Les propostes amb més suports, fins a cobrir la totalitat del pressupost - 500.000 € per cada una de les modalitats. Seran les que es duran terme l’any 2017, amb un màxim de dues propostes per districte. Les propostes que tinguin un abast de ciutat no tindran límit en quant al nombre a l’hora de ser executades.El Govern Municipal es compromet a incorporar els projectes guanyadors a les partides pressupostàries del pressupost 2017 per ser aprovat en el Ple Municipal. La resta de propostes quedaran excloses d’aquest pressupost."
https://decidim.sabadell.cat,construintsbd17,5,25-10-2016 - 18-11-2016,Avaluació del procés,"L'avaluació del procés ha inclòs el qüestionari Què hem après del Construint Ciutat?, el qual ha estat disponible entre el 25 d’octubre i el 8 de novembre. També s’ha pogut emplenar entre el 15 al 18 de novembre en el marc de la sessió d’avaluació delprocés. L’han iniciat un total de 137 persones i 82 l’han finalitzat responent la totalitat d’apartats.Podeu consultar els resultats del qüestionari i les conclusions de la sessió d'avaluació del procés (15 de novembre de 2016) aquí."
https://decidim.sabadell.cat,construintsbd17,6,02-01-2017 - 31-12-2018,Fase de resultats,"A continuació, es detalla l'estat d'execució dels diversos projectes seleccionats que es troben en fase d'execució a data octubre de 2018:Projectes iniciats/executatsArtteràpia: 1.205 vots. Iniciat a març de 2017. FinalitzatEl perquè d’un museu tèxtil a Sabadell: 684 vots. Inauguració prevista el 31 d'agost de 2017. FinalitzatColònies i campaments per a tothom! 580 vots. S'ha dut a terme una primera estada durant la setmana santa i una segona el mes de juliol. FinalitzatProjectes en gestióProjecte per fomentar l'ús de la bicicleta a la ciutat de Sabadell: 2.043 vots. Projecte incorporat a l'execució del Pla Director de la Bicicleta.Àrees d'esbarjo per a gossos a Sabadell: 1.247 vots. En fase final de consens quant als emplaçaments d'àrees de diferents superfície i tipologia. Execució durant el 2018Jove, menja tu! 1.113 vots. Inici previst a setembre de 2017. Finalitzat.Redacció de l’estudi tècnic per la rehabilitació de la Masia de Ca n’Oriac: 1.083 vots. El procés participatiu va finalitzar al juliol de 2017. Les conclusions s'incorporaran a l'encàrrec de redacció de projecte tècnic. Actualment s'estan redactant les bases del concurs.Educadors de carrer: 1.003 vots. Iniciat al setembre de 2017. FinalitzatAixò no és un pàrquing: recuperem l'espai del Vapor Turull: 984 vots. En fase final de consens quant a la configuració definitiva de l'espai.Nosaltres també som Sabadell: 308 vots. Iniciat al setembre de 2017.El Barri Educa: 276 vots. Finalitzat."
https://participa.santboi.cat,pressupost2019,1,31-05-2018 - 24-06-2018,Recollida de propostes i suports,"Per fer propostes cal registrar-se al portal participa.santboi.catPer finalitzar el registre, s'hauran d'acceptar les condicions d'ús del portal. També es podrà participar presencialment de dues maneres:Emplenant les fitxes que es trobaran als equipaments de la Xarxa de Casals, les biblioteques públiques i l'Oficina Municipal d'Atenció a les Persones (OMAP).  A través de punts d’interacció itinerants a diferents llocs de la ciutat. En aquests punts es facilitarà informació relacionada amb el funcionament dels pressupostos participatius i dels seus procediments, alhora que s'expliquen els criteris que han de complir les propostes i s'ajuda la ciutadania a realitzar-les.Cada persona, entitat, comerç, empresa podrà presentar com a màxim 3 propostes socials i 3 propostes d'espai públic i/o equipaments.  En el cas que es registrin propostes similars, s'unificaran. Quins requisits han de reunir les propostes?Tant les propostes d’inversió per a la millora de l’espai públic i els equipaments municipals com les propostes de caire social han de complir, com a mínim els següents requisits:Respondre al bé comú Ser competència de l’AjuntamentRespectar el marc jurídic i legal existentSer tècnicament viablesNo superar el pressupost màxim per actuació (48.000 € en el cas d’inversions i 15.000€ en el cas de projectes socials)Ser coherents amb els valors i els plans municipals aprovatsRebre un mínim de 5 suportsLes propostes de caire social tenen, a més a més, uns requisits complementaris que són:Les propostes han de començar i acabar durant l’any 2019. No han de ser propostes amb caràcter de servei permanent ja que només es garanteix el seu finançament per a l’any 2019. No poden ser propostes restringides als membres d’una entitat o col·lectiu específic.Recollida de suportsA través de la plataforma participa.santboi.cat les persones/entitats registrades podran atorgar el seu suport a qualsevol de les propostes presentades. Cada persona podrà atorgar tants suports com desitgi. Els suports es podran donar des del 31 de maig fins al 24 de juny.Es requereix d’un mínim de 5 suports perquè una proposta passi a la següent fase."
https://participa.santboi.cat,pressupost2019,2,25-06-2018 - 31-07-2018,Valoració de les propostes,"Un equip format per tècnics i tècniques municipals i per la comissió ciutadana avaluarà totes les propostes tenint en compte els criteris anteriors. Totes les propostes que s'ajustin als criteris passaran a la fase de votació.Es farà públic i es comunicarà a totes les persones que hagin presentat propostes el resultat d’aquesta valoració i, en el cas de les propostes desestimades, s’indicaran els motius. En el cas de les propostes socials que compleixin els criteris de selecció, el 5 de juliol a les 19 hores a Can Massallera (c. Mallorca, 30) es desenvoluparà, un taller on es presentaran i es redissenyaran les propostes seleccionades amb l'objectiu de construir propostes de major consens i qualitat. En aquest taller hi participaran totes les persones/entitats que hagin presentat les propostes a debatre."
https://participa.santboi.cat,pressupost2019,3,24-09-2018 - 21-10-2018,Votacions,"Totes les propostes que superin la fase de valoració es convertiran en projectes a votar.Cada persona/entitat podrà votar projectes d’inversió en espai públic i equipaments per import de 150.000€ i projectes de caire social per import de 50.000€.Per votar cal estar registrat o registrar-se en el moment de la votació, al portal participa.santboi.cat També es podrà votar presencialment als equipaments de la Xarxa de Casals on es facilitarà el vot a través del portal participa.santboi.catSelecció dels projectes Els projectes que obtinguin una major puntuació seran seleccionats fins a exhaurir la disponibilitat econòmica de 500.000 € o, en el cas de projectes socials, de 50.000 €. Només en els projectes d'inversions en espai públic i equipaments es garantirà que com a mínim s'executaran els dos projectes amb més punts de cada zona segons la següent divisió territorial:Zona 1: Cooperativa-Molí Nou i Camí del LlorZona 2: MarianaoZona 3: Centre i Vinyets-Molí VellZona 4: Camps Blancs i CasablancaZona 5: Canons, Orioles, Can Paulet, Parc Marianao, Can Carreras"
https://participa.santboi.cat,pressupost2019,4,22-10-2018 - 31-12-2019,Adjudicació i execució dels projectes,"Projectes d’inversióEn el cas dels projectes d'inversió en espai públic i equipaments escollits a la fase de votació seran traslladats als serveis tècnics per a la seva adjudicació seguint els procediments de contractació legalment establerts. En el procés de redacció dels projectes tècnics, licitació i adjudicació es podrien ajustar els costos definitius de cadascun dels projectes; això podria generar un estalvi econòmic sobre la previsió inicial que es destinarà, en primer lloc, a equilibrar possibles desviacions a l’alça d’altres projectes i, després a realitzar més projectes seguint l’ordre de votació, sempre i quan no es superi el límit total de 500.000 €.Projectes socialsLes entitats i col·lectius de Sant Boi podran optar a executar els projectes socials que hagin estat escollits. Per això hauran d'elaborar una memòria que expliqui com desenvoluparien el projecte. La memòria es presentarà mitjançant una fitxa que es facilitarà a les entitats o col·lectius interessats. Una comissió formada per tècniques i tècnics municipals i les persones que formen la comissió ciutadana valoraran les diferents memòries i decidiran quina entitat o col·lectiu executarà cadascun dels projectes seguint uns criteris de valoració que també seran públics. Una entitat o col·lectiu no podrà desenvolupar més d'un projecte."
https://decidim.santcugat.cat,pressupostosparticipatius,1,03-02-2020 - 07-04-2020,,"Per a què servirà la diagnosi?Aquest treball de reflexió ens ha de permetre definir un “Programa de barri”: un document que recollirà la diagnosi que fem sobre com està ara el barri i que definirà com volem que sigui en un futur i quins temes estratègics prioritzem treballar.Aquest serà el full de ruta que haurà d’orientar les actuacions que fem en el barri des de tres punts de vista:Guiant els projectes participatius del barriPlanificant la feina del Consell de BarriOrientant el Govern en l’elaboració del Pla d’Actuació Municipal que està treballantper als propers anys (2020-2023)La diagnosi del barri la realitzaem a través d'un Qüestionari web, sessions presencials i debats digitals. Digues la teva!"
https://decidim.santcugat.cat,pressupostosparticipatius,2,15-05-2020 - 21-06-2020,,"Una vegada feta la diagnosi del Barri ja hem acordat quins són els principals eixos estratègics en els que volem incidir. Ara és el moment de fer propostes pel Barri!Les pots fer via web.En cas que tinguis dificultats tècniques, pots enviar un correu a participacio@santcugat.cat o trucar al 010."
https://decidim.santcugat.cat,pressupostosparticipatius,3,30-06-2020 - 30-09-2020,,Totes les propostes rebudes s'han de validar per garantir que són viables tècnicament i econòmicament i que encaixen amb alguna de les línies estratègiques aprovades a cada barri.Aquest procés de validació va a càrrec dels tècnics municipals amb la implicació dels Consells de Barri.
https://decidim.santcugat.cat,pressupostosparticipatius,4,01-10-2020 - 15-11-2020,,"Per mitjà de tallers participatius que permetin treballar les propostes, debatre-les i prioritzar quines són les que arribaran a la fase de votació ciutadana.Aquests tallers es faran en format digital o presencial, en funció de la situació sanitària."
https://decidim.santcugat.cat,pressupostosparticipatius,5,01-01-2021 - 31-01-2021,,"A principis del 2021 es realitzarà la votació ciutadana.Tots els veïns i veïnes majors de 14 anys podeu votar les propostes que voleu que es facin al Barri!Les votacions es faran via web i també presencials, amb butlleta a l'equipament més proper, si la situació sanitària ho permet."
https://decidim.santcugat.cat,pressupostosparticipatius,6,01-03-2021 - 31-12-2021,,Els projectes escollits pels veïns i veïnes de cada barri es començaran a treballar i a executar a partir de març del 2021.
https://decidim.santcugat.cat,pressupostparticipatiu,1,16-10-2017 - 22-10-2017,,"En aquesta fase, es presenta públicament el procés de Pressupostos participatius, i s’inicia la campanya informativa per difondre els seus objectius i els canals de participació entre la ciutadania. La campanya de difusió inclou reunions informatives, díptics, cartells, banderoles, punts d’informació itinerants a l’espai públic i un espai específic a la pàgina web."
https://decidim.santcugat.cat,pressupostparticipatiu,2,23-10-2017 - 12-11-2017,,"Les propostes es presenten per part de la ciutadania de forma individual o en representació d’una entitat o col·lectiu. Cada persona o entitat només pot presentar una proposta. Els representants i grups polítics no poden presentar propostes.El període de presentació és de tres setmanes. Cada persona pot presentar la seva proposta en format  paper o en format digital. Les propostes presentades en format digital es publiquen immediatament a la pàgina web, i les presentades en paper s’introdueixen posteriorment. La seva publicació a la web permet detectar propostes similars i evitar repeticions.En aquesta mateixa pàgina web les propostes poden rebre suports. Es requereix d’un mínim de 5 suports de la ciutadania per accedir a la següent fase. Aquest mecanisme permet garantir des de l’inici que les propostes esdevinguin propostes col·lectives, de consens, i que responen a una necessitat compartida. El període per donar suport a les propostes és de quatre setmanes, iniciant-se simultàniament al de presentació de propostes."
https://decidim.santcugat.cat,pressupostparticipatiu,3,13-11-2017 - 19-11-2017,,"Una vegada tancat el període per a la presentació de propostes, es dona una setmana més per a que la ciutadania pugui donar suport a les propostes més interessants."
https://decidim.santcugat.cat,pressupostparticipatiu,4,20-11-2017 - 31-12-2017,,"En aquesta fase, la Comissió tècnica recull, classifica i valida les propostes presentades per la ciutadania que han obtingut un mínim de 5 suports a la pàgina web.La validació es fa en primer lloc verificant la classificació proposada segons àmbit i categoria. En segon lloc es va comprovant que la proposta reuneix totes les condicions definides al punt 2.2 del reglamentEl Consell de Ciutat, valida les classificacions i les validacions realitzades per part de la Comissió tècnica, atenent les condicions definides al punt 2.2 de la normativa del pressupost participatiu."
https://decidim.santcugat.cat,pressupostparticipatiu,5,15-01-2018 - 28-02-2018,,"En aquesta fase, es desenvolupen 10 Tallers de propostes: 5 tallers de propostes de ciutat organitzats sectorialment, i 5 tallers de propostes de barri organitzats territorialment seguint la classificació dels 5 Consells de Barri.En cada un dels Tallers de propostes, es presenten, debaten, agrupen, re-elaboren, i prioritzen les propostes de forma consensuada i democràtica. Amb l’objectiu que les propostes que es porten a la votació es construeixin a partir de la deliberació conjunta i passin de ser propostes individuals a propostes col·lectives. Cada un dels Tallers de propostes s’organitza en grups de treball, en funció del nombre de propostes rebudes i de la previsió de persones participants. Els grups de treball són els espais on conflueixen propostes similars i es treballen col·laborativament a fi de construir propostes de major consens i qualitat.El treball col·lectiu de definició de propostes s’orienta als següents principis:  Visió de ciutat o barri  Màxim nombre de necessitats satisfetes.  Impacte del projecte en la comunitat de ciutat o de barri.  Inclusió social i diversitat de col·lectius.  Equitat social, de gènere i sostenibilitat ambiental.  Facilitat d’execucióCada Taller de propostes conclou amb una relació de propostes finalistes per portar a la votació ciutadana de la Fase 6. La priorització de propostes es realitza a partir d’un sistema de suports entre grups de treball, basat en la col·laboració i el foment de l’interès comú. Els 5 Tallers de propostes de ciutat prioritzen cadascun entre 2 i 4 propostes finalistes en funció del nombre de propostes convocades al mateix taller. El conjunt dels 5 Tallers en prioritzen 15, garantint com a mínim 2 per a cada temàtica. Es preveu una proporcionalitat entre el nombre de propostes convocades a cada taller i les que es porten a votació.Els 5 Tallers de propostes de barri prioritzen cadascun 3 propostes finalistes cada un d’ells. El conjunt dels 5 Tallers en prioritzen 15, garantint com a mínim 3 per a cada barri.Les propostes finalistes queden definides a través d’una descripció treballada col·lectivament al grup de treball del Taller. Alhora es defineix un Grup de seguiment format per les persones que tenen interès en col·laborar en la seva definició i execució en les fase 4 i 6. Poden participar als tallers de propostes totes les persones que han presentat propostes que han superat la Fase de suports i la validació tècnica, i els membres del Consell de Ciutat que no siguin representants de grups municipals. Totes aquestes persones són les encarregades de treballar les propostes en els diferents Grups de treball, grups que re-elaboraran i prioritzaran les propostes de forma col·lectiva. Els membres del Consell de ciutat, addicionalment, són les persones responsables de vetllar per què els principis enunciats estiguin presents en la deliberació.Alhora es preveu l’assistència als Tallers de propostes del personal tècnic de participació, del personal tècnic municipal relacionat amb els temes tractats, i d’experts capacitats per donar suport al llarg del procés d’elaboració de propostes. Tots ells participen als tallers exclusivament per facilitar un treball de qualitat, i aportar la informació que requereixi cada fase del taller, en aquest sentit tenen veu però no intervenen en la priorització. Els Tallers de propostes també són oberts a l’assistència dels membres del Consell de ciutat que són representants de grups municipals com a observadors del procés."
https://decidim.santcugat.cat,pressupostparticipatiu,6,23-04-2018 - 17-06-2018,,"Durant 8 setmanes es desenvolupa el període de votació de propostes per part de tota la ciutadania. Es presenten les 15 propostes de ciutat i les 15 propostes de barri finalistes.Té dret a vot tota la ciutadania major de 14 anys empadronada a Sant Cugat del Vallès. El padró de referència és el de 4 mesos abans del període de votacions.La votació es realitza mitjançant una butlleta disponible en paper i en format digital, que conté els següents apartats: Nom de la persona; DNI; adreça de correu electrònic o telèfon; relació de 15 propostes de ciutat i relació de les 15 propostes de barri.Cada ciutadà i ciutadana pot votar fins a 5 de les 15 opcions de propostes de ciutat i fins a 5 de les 15 cada relació opcions de propostes de barri, mitjançant l’espai habilitat en la butlleta amb tal fi.La butlleta es pot presentar, com a mínim, a les OAC de l’Ajuntament i els districtes, a un estand itinerant habilitat expressament per al procés de Pressupostos participatius, o per via telemàtica a través de la pàgina web https://decidim.santcugat.cat.La informació sobre els dies, horaris i ubicació de la urna de votacions s’ha de publicar, com a mínim, a la web municipal i a la web www.decidim.santcugat.cat, així com al Tauler d’Anuncis de l’Ajuntament.Un cop s’ha produït l’escrutini, el Consell de Ciutat aprova la relació de propostes guanyadores en funció dels resultats obtinguts.Per a la relació de les 5 propostes de ciutat, es consideren guanyadores les 5 propostes més votades.Per a la relació de les 5 propostes de barri, es considera guanyadora la més votada ubicada a cada un dels barris, entesos com els àmbits territorials que engloben cada un dels 5 Consells de Barri de la ciutat: Centre Est, Centre Oest, Mira-sol, la Floresta i Les Planes. S’executa la proposta més votada de cada barri sempre que els vots rebuts siguin superiors al 4% de la població del barri."
https://decidim.santcugat.cat,pressupostparticipatiu,7,01-07-2018 - 31-12-2019,,Inici de l'execució de les 10 propostes més votades: 5 projectes de ciutat i 5 projectes de barri.
https://decidim.santcugat.cat,Edicio2016-17,1,22-05-2016 - 15-06-2016,,La recollida de propostes  es va realitzar entre el 22 d'abril  al 15 de maig de 2016. Es van recollir un total de 955 propostesTotal de propostes presentades (955)
https://decidim.santcugat.cat,Edicio2016-17,2,04-06-2016 - 18-06-2016,,"Els dies 4, 11 i 18 de juny es van realitzar tallers amb les persones proposants, amb l'objectiu d'agrupar, consensuar i prioritzar les propostes presentades.  Dels tallers en van sortir 115 propostes."
https://decidim.santcugat.cat,Edicio2016-17,3,14-07-2016 - 15-07-2016,,"La Taula de Ciutat, òrgan que engloba els representants del Consell de Ciutat més els representants dels tallers sectorials, estudia i prioritza els 25 projectes que es portaran a votació."
https://decidim.santcugat.cat,Edicio2016-17,4,17-10-2016 - 06-11-2016,,"La votació ciutadana dels projectes es realitza entre  el 17 d'octubre i el 6 de novembre. Es van portar a votació 25 projectes i es van comptabilitzar un total de 5.899 vots, que representa una participació del 8,3% de les persones empadronades majors de 16 anys. La votació es podia realitzar via web i presencialment en les urnes habilitades.Resultat de les votacions"
https://decidim.santcugat.cat,Edicio2016-17,5,07-11-2016 - 31-12-2018,,"Realitzada la votació, s'inicia la fase d'execució dels projectes escollits. Es crea una comissió de seguiment de cada projecte per a garantir la implicació ciutadana en l'execució de cada un dels projectes.Consulta els resultats de les votacions, els projectes guanyadors, l'estat d'execució de cada projecte i la valoració del pressupost participatiu."
